epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
1,1.96229986038208,33.93,80.824,1.7993889873504638,39.07,83.99
2,1.735804104232788,41.81,86.95,1.6889992933273315,42.74,86.86
3,1.654955505142212,44.269999999999996,88.504,1.6315248666763307,44.41,88.08
4,1.60641602973938,45.588,89.25800000000001,1.5940750331878661,45.800000000000004,88.72
5,1.5725313174438476,46.526,89.904,1.567192258644104,46.75,89.42999999999999
6,1.5471300034332276,47.21,90.298,1.5468010152816773,47.44,89.79
7,1.527243896408081,47.802,90.634,1.530749765586853,47.760000000000005,90.16999999999999
8,1.5111941417694092,48.224000000000004,90.846,1.5177634677886962,48.24,90.44
9,1.4979373610687257,48.622,91.092,1.5070284029006957,48.46,90.60000000000001
10,1.48678381690979,48.928,91.262,1.4979974905014037,48.72,90.82000000000001
11,1.4772566227722168,49.202,91.39399999999999,1.4902883283615111,49.04,90.97
12,1.4690144609069824,49.45,91.514,1.4836250337600707,49.15,91.14999999999999
13,1.4618061598968506,49.608000000000004,91.654,1.477803569984436,49.26,91.29
14,1.4554425885009765,49.774,91.766,1.4726696725845336,49.419999999999995,91.42
15,1.4497785499954223,49.932,91.862,1.4681047645568848,49.51,91.56
16,1.4447006008911132,50.004000000000005,91.962,1.4640160182952882,49.559999999999995,91.56
17,1.4401188592147827,50.098,92.074,1.4603299680709838,49.55,91.61
18,1.4359611270141601,50.198,92.13799999999999,1.4569874736785888,49.59,91.64999999999999
19,1.432168756980896,50.294000000000004,92.19800000000001,1.453940648651123,49.62,91.7
20,1.4286935659790039,50.394000000000005,92.268,1.4511501195907592,49.61,91.79
21,1.4254955987548827,50.458000000000006,92.33,1.448583334159851,49.669999999999995,91.89
22,1.4225414825057983,50.542,92.386,1.4462131071090698,49.64,91.89
23,1.4198030619049071,50.602000000000004,92.392,1.444016560935974,49.730000000000004,91.96
24,1.4172563865280152,50.660000000000004,92.43,1.4419742700576783,49.76,91.97
25,1.4148810358428956,50.739999999999995,92.428,1.4400697103500366,49.82,92.03
26,1.412659414138794,50.798,92.46,1.438288598060608,49.85,92.03
27,1.4105763046646118,50.83800000000001,92.52,1.436618717956543,49.86,92.11
28,1.408618452720642,50.885999999999996,92.55600000000001,1.4350493291854858,49.95,92.15
29,1.4067742792892457,50.956,92.58,1.4335711650848388,49.99,92.22
30,1.405033588294983,51.007999999999996,92.594,1.432176024055481,50.05,92.27
31,1.4033874461364746,51.06,92.61,1.4308567253112794,50.029999999999994,92.27
32,1.401827878189087,51.1,92.628,1.4296068632125853,50.13999999999999,92.29
33,1.4003478032684327,51.132,92.636,1.42842077999115,50.18,92.31
34,1.3989409265899657,51.162,92.686,1.4272933856964112,50.22,92.32000000000001
35,1.3976015715026855,51.196,92.712,1.42622023563385,50.28,92.4
36,1.3963246813201904,51.236000000000004,92.72,1.4251972261428834,50.39,92.43
37,1.3951056944274902,51.304,92.73599999999999,1.424220746421814,50.44,92.44
38,1.3939404301834106,51.336000000000006,92.75,1.4232874397277833,50.41,92.47
39,1.3928251892852783,51.37199999999999,92.758,1.4223943675994872,50.480000000000004,92.51
40,1.3917565460586547,51.394,92.772,1.4215387479782104,50.470000000000006,92.53
41,1.3907314189529418,51.432,92.80000000000001,1.4207182174682618,50.519999999999996,92.61
42,1.3897469961166382,51.483999999999995,92.816,1.4199303682327271,50.56,92.67
43,1.3888006462097169,51.519999999999996,92.834,1.4191732271194457,50.62,92.7
44,1.3878900364303588,51.534,92.866,1.4184449312210083,50.68,92.71000000000001
45,1.387012984008789,51.54,92.862,1.4177436212539674,50.71,92.77
46,1.3861674790191651,51.542,92.884,1.4170678522109985,50.760000000000005,92.78999999999999
47,1.3853517069244385,51.554,92.902,1.4164160144805908,50.74999999999999,92.77
48,1.3845639428710939,51.564,92.91199999999999,1.4157868251800536,50.77,92.75999999999999
49,1.3838026169204711,51.592000000000006,92.918,1.4151789836883546,50.760000000000005,92.78
50,1.38306627784729,51.602000000000004,92.92399999999999,1.4145913471221925,50.74999999999999,92.78999999999999
51,1.3823535765457153,51.605999999999995,92.92,1.4140229078292847,50.78,92.78999999999999
52,1.3816632595062255,51.634,92.918,1.413472494506836,50.77,92.83
53,1.3809941716003418,51.638,92.93,1.412939255142212,50.760000000000005,92.84
54,1.3803451970672607,51.656,92.928,1.41242231464386,50.8,92.83
55,1.3797153439712524,51.646,92.95,1.411920873260498,50.81,92.81
56,1.3791036557006835,51.626000000000005,92.956,1.4114341108322144,50.79,92.81
57,1.3785092617416381,51.636,92.97800000000001,1.410961374092102,50.77,92.85
58,1.3779313132476807,51.64,92.97800000000001,1.4105019651412964,50.82,92.86999999999999
59,1.3773690784835815,51.658,92.994,1.4100552532196045,50.839999999999996,92.91
60,1.3768217959594726,51.668000000000006,92.99199999999999,1.409620673561096,50.82,92.92
61,1.3762887966537476,51.7,92.994,1.4091977027893066,50.839999999999996,92.9
62,1.3757694290924072,51.70400000000001,92.998,1.40878570728302,50.88,92.91
63,1.3752631031799316,51.705999999999996,93.0,1.408384356880188,50.91,92.94
64,1.3747692532348632,51.714000000000006,93.0,1.407993059539795,50.96000000000001,92.94
65,1.3742873420333863,51.712,93.01,1.4076114589691162,51.01,92.93
66,1.3738168619537354,51.727999999999994,93.008,1.4072391172409058,51.019999999999996,92.91
67,1.373357332649231,51.758,93.03,1.4068756357192993,51.05,92.9
68,1.3729083159637452,51.774,93.038,1.4065206935882568,51.04,92.88
69,1.372469384689331,51.808,93.062,1.4061739000320435,51.04,92.9
70,1.3720401359176635,51.815999999999995,93.07600000000001,1.4058349863052368,51.03,92.9
71,1.3716201877593994,51.83,93.084,1.4055035346984863,51.03,92.92
72,1.371209174194336,51.846000000000004,93.086,1.4051793140411377,51.05,92.93
73,1.3708067774200439,51.854,93.086,1.4048620944976806,51.03,92.94
74,1.3704126345443726,51.873999999999995,93.092,1.404551566696167,51.03,92.97
75,1.3700264757537841,51.896,93.098,1.404247462272644,51.01,92.97999999999999
76,1.369647996673584,51.903999999999996,93.104,1.4039495962142945,51.07000000000001,92.97999999999999
77,1.369276912841797,51.9,93.11,1.4036576599121093,51.06,92.97999999999999
78,1.3689129579925536,51.918,93.10199999999999,1.4033715160369873,51.11,93.0
79,1.3685559005737304,51.932,93.10000000000001,1.403090888595581,51.129999999999995,92.99
80,1.3682054653167726,51.961999999999996,93.104,1.402815643310547,51.13999999999999,92.99
81,1.367861463470459,51.968,93.122,1.4025456203460693,51.160000000000004,93.0
82,1.367523663482666,51.99,93.13,1.4022805465698243,51.160000000000004,93.0
83,1.3671918604278563,52.016,93.14,1.4020202711105347,51.15,93.03
84,1.3668658347320557,52.028,93.138,1.4017647024154662,51.17,93.03
85,1.3665454096221923,52.042,93.152,1.4015136281967162,51.18000000000001,93.05
86,1.3662304166412353,52.05,93.16,1.4012669408798217,51.15,93.04
87,1.3659206721496582,52.038,93.172,1.401024474143982,51.190000000000005,93.05
88,1.3656160175323486,52.038,93.17999999999999,1.4007860313415528,51.18000000000001,93.05
89,1.3653162922668458,52.048,93.17999999999999,1.400551558303833,51.21,93.04
90,1.365021329574585,52.056000000000004,93.192,1.4003209844589233,51.21,93.04
91,1.3647310053253174,52.071999999999996,93.19800000000001,1.400094030570984,51.22,93.05
92,1.3644451741027832,52.05800000000001,93.194,1.3998707372665404,51.2,93.03
93,1.3641636938476562,52.066,93.192,1.3996509492874145,51.2,93.04
94,1.3638864588928223,52.074,93.192,1.3994344966888428,51.22,93.03
95,1.3636133222198485,52.086,93.194,1.399221368408203,51.22,93.04
96,1.3633441984558106,52.1,93.19800000000001,1.3990113885879516,51.21,93.05
97,1.3630789318084717,52.132,93.214,1.398804559326172,51.190000000000005,93.05
98,1.3628174362182617,52.141999999999996,93.216,1.3986006818771362,51.190000000000005,93.04
99,1.3625596034240723,52.146,93.22399999999999,1.3983997777938844,51.2,93.05
100,1.36230535446167,52.166000000000004,93.23599999999999,1.3982016885757447,51.18000000000001,93.07
